delivery_id,shipment_id,partner_id,attempt_number,delivery_status,delivery_timestamp,customer_pincode
910,761,13,1,Delivered,"2026-07-08 19:57:01",615223
911,762,17,1,Delivered,"2026-04-26 09:10:01",305651
912,763,20,1,Delivered,"2026-08-29 13:11:01",136876
913,764,8,1,Delivered,"2026-08-29 22:36:01",219838
914,765,5,1,Failed_Attempt,"2026-07-06 01:01:01",300948
915,765,5,2,Delivered,"2026-07-07 04:01:01",300948
916,766,24,1,Delivered,"2026-04-15 22:35:01",815337
917,767,1,1,Delivered,"2026-03-10 17:06:01",586107
918,768,6,1,Delivered,"2026-08-04 05:05:01",481900
919,769,28,1,Delivered,"2026-08-30 02:46:01",378491
920,770,28,1,Delivered,"2026-04-07 09:26:01",872937
921,771,24,1,Delivered,"2026-08-04 21:33:01",310164
922,772,5,1,Delivered,"2026-04-07 11:49:01",568156
923,773,23,1,Delivered,"2026-05-01 20:09:01",761457
924,774,25,1,Delivered,"2026-08-11 16:41:01",688425
925,775,5,1,Delivered,"2026-06-16 02:07:01",394055
926,776,4,1,Delivered,"2026-08-10 00:31:01",844548
927,777,25,1,Delivered,"2026-04-28 08:43:01",852976
928,778,13,1,Delivered,"2025-12-08 09:49:01",115616
929,779,7,1,Delivered,"2026-04-20 22:34:01",660613
930,780,5,1,Delivered,"2026-07-09 15:05:01",310632
931,781,2,1,Delivered,"2026-08-17 09:01:01",853047
932,782,9,1,Delivered,"2025-11-02 09:04:01",661161
933,783,3,1,Delivered,"2026-02-15 17:41:01",623127
934,784,17,1,Delivered,"2026-07-21 11:46:01",450326
935,785,20,1,Delivered,"2026-08-04 03:02:01",211973
936,786,15,1,Delivered,"2026-08-01 14:16:01",830982
937,787,29,1,Delivered,"2026-05-03 17:31:01",889079
938,788,18,1,Failed_Attempt,"2026-07-05 06:49:01",163834
939,788,18,2,Delivered,"2026-07-06 09:49:01",163834
940,789,3,1,Delivered,"2026-08-06 15:29:01",531781
941,790,24,1,Failed_Attempt,"2026-03-12 19:06:01",473947
942,790,24,2,Delivered,"2026-03-13 20:06:01",473947
943,791,15,1,Delivered,"2026-07-30 06:44:01",692197
944,792,20,1,Delivered,"2026-04-06 11:48:01",148769
945,793,2,1,Delivered,"2026-05-22 11:56:01",330537
946,794,12,1,Delivered,"2026-03-09 06:11:01",491582
947,795,8,1,Delivered,"2026-07-05 15:06:01",163182
948,796,20,1,Delivered,"2026-08-29 22:36:01",340233
949,797,23,1,Delivered,"2026-06-10 13:01:01",791591
950,798,17,1,Delivered,"2026-05-27 15:36:01",220539
951,799,19,1,Delivered,"2026-05-22 14:21:01",638940
952,800,4,1,Delivered,"2026-01-10 09:37:01",246200
953,801,21,1,Delivered,"2026-08-21 17:09:01",583748
954,802,10,1,Delivered,"2026-07-27 00:57:01",402185
955,803,29,1,Delivered,"2025-12-04 02:40:01",173308
956,804,30,1,Delivered,"2026-05-19 23:02:01",798821
957,805,17,1,Failed_Attempt,"2026-07-11 21:18:01",247212
958,805,17,2,Delivered,"2026-07-13 00:18:01",247212
959,806,8,1,Failed_Attempt,"2026-08-05 02:20:01",295927
960,806,8,2,Delivered,"2026-08-06 05:20:01",295927
961,807,26,1,Delivered,"2026-07-23 05:03:01",450968
962,808,5,1,Failed_Attempt,"2026-06-04 04:25:01",685080
963,808,5,2,Failed_Attempt,"2026-06-05 06:25:01",685080
964,808,5,3,RTO,"2026-06-07 06:25:01",685080
965,809,30,1,Delivered,"2026-08-02 15:58:01",378795
966,810,10,1,Delivered,"2025-12-03 06:23:01",889678
967,811,29,1,Delivered,"2026-08-22 19:43:01",428438
968,812,6,1,Delivered,"2025-10-16 16:27:01",754374
969,813,15,1,Delivered,"2026-03-04 02:37:01",491981
970,814,1,1,Delivered,"2026-07-06 14:48:01",659452
971,815,22,1,Delivered,"2025-09-26 18:27:01",840990
972,816,23,1,Delivered,"2026-08-27 11:00:01",614732
973,817,23,1,Delivered,"2026-05-02 05:47:01",269275
974,818,13,1,Delivered,"2026-05-25 08:25:01",701085
975,819,12,1,Delivered,"2026-07-02 08:59:01",767683
976,820,13,1,Delivered,"2026-01-06 04:37:01",468943
977,821,9,1,Delivered,"2026-08-12 00:48:01",145204
978,822,13,1,Delivered,"2026-07-25 03:22:01",623661
979,823,30,1,Delivered,"2026-02-20 01:13:01",116003
980,824,16,1,Delivered,"2026-04-25 00:50:01",255420
981,825,17,1,Delivered,"2026-05-12 19:57:01",456367
982,826,18,1,Delivered,"2026-08-07 15:00:01",574551
983,827,16,1,Failed_Attempt,"2026-08-27 01:51:01",165634
984,827,16,2,Failed_Attempt,"2026-08-28 01:51:01",165634
985,827,16,3,Delivered,"2026-08-29 04:51:01",165634
986,828,23,1,Delivered,"2026-05-23 04:26:01",400978
987,829,16,1,Failed_Attempt,"2026-05-27 20:31:01",687187
988,829,16,2,Delivered,"2026-05-28 22:31:01",687187
989,830,19,1,Delivered,"2026-06-04 01:37:01",809063
990,831,25,1,Failed_Attempt,"2025-09-16 07:42:01",154635
991,831,25,2,Failed_Attempt,"2025-09-17 09:42:01",154635
992,831,25,3,Delivered,"2025-09-18 12:42:01",154635
993,832,8,1,Failed_Attempt,"2026-08-27 04:50:01",511442
994,832,8,2,Delivered,"2026-08-28 04:50:01",511442
995,833,12,1,Delivered,"2026-05-17 05:06:01",407117
996,834,25,1,Delivered,"2026-01-03 19:28:01",761246
997,835,14,1,Delivered,"2026-08-20 00:55:01",408766
998,836,28,1,Failed_Attempt,"2026-02-13 00:57:01",747254
999,836,28,2,Failed_Attempt,"2026-02-14 02:57:01",747254
1000,836,28,3,RTO,"2026-02-16 02:57:01",747254
1001,837,29,1,Delivered,"2026-06-23 15:37:01",747087
1002,838,10,1,Failed_Attempt,"2026-06-01 18:13:01",866437
1003,838,10,2,Failed_Attempt,"2026-06-02 20:13:01",866437
1004,838,10,3,RTO,"2026-06-04 20:13:01",866437
1005,839,15,1,Delivered,"2026-02-19 13:31:01",836303
1006,840,5,1,Delivered,"2026-08-08 20:53:01",851166
1007,841,28,1,Delivered,"2026-07-18 13:50:01",648212
1008,842,21,1,Delivered,"2026-01-26 11:35:01",879702
1009,843,1,1,Delivered,"2026-02-11 22:28:01",845622
1010,844,30,1,Delivered,"2026-05-08 07:52:01",225226
1011,845,15,1,Failed_Attempt,"2026-03-08 14:22:01",322804
1012,845,15,2,Delivered,"2026-03-09 15:22:01",322804
1013,846,2,1,Delivered,"2026-08-29 16:33:01",273419
1014,847,20,1,Delivered,"2026-08-17 08:13:01",155016
1015,848,2,1,Delivered,"2026-08-30 16:37:01",708664
1016,849,13,1,Delivered,"2026-08-11 00:30:01",410630
1017,850,14,1,Delivered,"2026-05-15 07:01:01",774419
1018,851,18,1,Delivered,"2025-12-14 18:07:01",685939
1019,852,22,1,Failed_Attempt,"2026-08-09 16:49:01",576519
1020,852,22,2,Failed_Attempt,"2026-08-10 19:49:01",576519
1021,852,22,3,RTO,"2026-08-12 19:49:01",576519
1022,853,28,1,Delivered,"2026-01-30 04:19:01",503202
1023,854,7,1,Delivered,"2026-08-26 15:24:01",148874
1024,855,5,1,Failed_Attempt,"2026-02-09 09:05:01",311338
1025,855,5,2,Delivered,"2026-02-10 11:05:01",311338
1026,856,15,1,Delivered,"2026-05-12 20:54:01",262302
1027,857,16,1,Delivered,"2026-07-28 20:25:01",612158
1028,858,19,1,Delivered,"2026-05-03 11:20:01",794018
1029,859,4,1,Delivered,"2026-07-09 05:05:01",623037
1030,860,3,1,Delivered,"2026-07-11 00:11:01",134405
1031,861,27,1,Delivered,"2026-05-29 09:30:01",149896
